     ksi;1.initialDensity;2.initialDensity;3.initialDensity;4.initialDensity;5.initialDensity;6.initialDensity;7.initialDensity;8.initialDensity;     tau;1.inputFlow;1.bunkerOutputFlow; 1.speed;2.inputFlow; 2.speed;3.inputFlow; 3.speed;4.inputFlow; 4.speed;5.inputFlow; 5.speed;6.inputFlow; 6.speed;6.connections.7;6.connections.8;7.inputFlow; 7.speed;8.inputFlow; 8.speed
 0.00000;         0.28452;         0.41667;         0.42678;         0.29167;         0.09763;         0.00000;         0.12204;         0.45833; 0.00000;    0.04882;           0.71651; 0.71651;    0.00000; 0.89563;           ; 0.75000;    0.29167; 0.49612;    0.56904; 0.56698;           ; 1.12500;        0.40000;        0.60000;           ; 1.79125;           ; 1.97040
 0.01000;         0.28816;         0.41626;         0.40936;         0.25511;         0.06366;         0.00664;         0.19341;         0.57232; 0.01000;    0.05258;           0.72033; 0.72033;    0.00041; 0.88529;           ; 0.71471;    0.25511; 0.47169;    0.52926; 0.61142;           ; 1.23040;        0.40000;        0.60000;           ; 1.84639;           ; 1.86621
 0.02000;         0.29169;         0.41502;         0.39052;         0.21913;         0.03633;         0.02633;         0.27553;         0.67914; 0.02000;    0.05645;           0.72393; 0.72393;    0.00164; 0.87392;           ; 0.67973;    0.21913; 0.45362;    0.48466; 0.66543;           ; 1.33207;        0.40000;        0.60000;           ; 1.87281;           ; 1.73116
 0.03000;         0.29509;         0.41298;         0.37044;         0.18430;         0.01631;         0.05838;         0.36444;         0.77208; 0.03000;    0.06043;           0.72731; 0.72731;    0.00369; 0.86156;           ; 0.64538;    0.18430; 0.44220;    0.43634; 0.72767;           ; 1.42640;        0.40000;        0.60000;           ; 1.86922;           ; 1.57372
 0.04000;         0.29836;         0.41012;         0.34929;         0.15115;         0.00410;         0.10164;         0.45588;         0.84532; 0.04000;    0.06452;           0.73047; 0.73047;    0.00655; 0.84827;           ; 0.61195;    0.15115; 0.43760;    0.38548; 0.79662;           ; 1.51006;        0.40000;        0.60000;           ; 1.83581;           ; 1.40380
 0.05000;         0.30150;         0.40647;         0.32725;         0.12023;         0.00000;         0.15458;         0.54542;         0.89423; 0.05000;    0.06870;           0.73340; 0.73340;    0.01020; 0.83410;           ; 0.57975;    0.12023; 0.43989;    0.33333; 0.87058;           ; 1.58007;        0.40000;        0.60000;           ; 1.77418;           ; 1.23207
 0.06000;         0.30451;         0.40204;         0.30454;         0.09201;         0.00410;         0.21533;         0.62877;         0.91576; 0.06000;    0.07299;           0.73609; 0.73609;    0.01463; 0.81911;           ; 0.54906;    0.09201; 0.44906;    0.28119; 0.94773;           ; 1.63397;        0.40000;        0.60000;           ; 1.68731;           ; 1.06933
 0.07000;         0.30739;         0.39684;         0.28133;         0.06693;         0.01631;         0.28174;         0.70189;         0.90855; 0.07000;    0.07736;           0.73856; 0.73856;    0.01983; 0.80335;           ; 0.52016;    0.06693; 0.46493;    0.23033; 1.02616;           ; 1.66983;        0.40000;        0.60000;           ; 1.57937;           ; 0.92578
 0.08000;         0.31012;         0.39090;         0.25785;         0.04540;         0.03633;         0.35145;         0.76128;         0.87305; 0.08000;    0.08183;           0.74079; 0.74079;    0.02577; 0.78688;           ; 0.49329;    0.04540; 0.48728;    0.18200; 1.10395;           ; 1.68639;        0.40000;        0.60000;           ; 1.45557;           ; 0.81047
 0.09000;         0.31272;         0.38423;         0.23430;         0.02776;         0.06366;         0.42200;         0.80407;         0.81148; 0.09000;    0.08637;           0.74278; 0.74278;    0.03243; 0.76978;           ; 0.46871;    0.02776; 0.51574;    0.13740; 1.17917;           ; 1.68306;        0.40000;        0.60000;           ; 1.32186;           ; 0.73062
 0.10000;         0.31517;         0.37688;         0.21089;         0.01428;         0.09763;         0.49088;         0.82820;         0.72773; 0.10000;    0.09100;           0.74454; 0.74454;    0.03979; 0.75211;           ; 0.44662;    0.01428; 0.54986;    0.09763; 1.24999;           ; 1.65997;        0.40000;        0.60000;           ; 1.18470;           ; 0.69127
 0.11000;         0.31747;         0.36886;         0.18783;         0.00517;         0.13740;         0.55566;         0.83251;         0.62706; 0.11000;    0.09570;           0.74605; 0.74605;    0.04781; 0.73393;           ; 0.42722;    0.00517; 0.58911;    0.06366; 1.31465;           ; 1.61792;        0.40000;        0.60000;           ; 1.05068;           ; 0.69487
 0.12000;         0.31963;         0.36020;         0.16532;         0.00058;         0.18200;         0.61403;         0.81679;         0.51578; 0.12000;    0.10048;           0.74732; 0.74732;    0.05646; 0.71532;           ; 0.41069;    0.00058; 0.63288;    0.03633; 1.37157;           ; 1.55841;        0.40000;        0.60000;           ; 0.92626;           ; 0.74121
 0.13000;         0.32163;         0.35095;         0.14356;         0.00058;         0.23033;         0.66394;         0.78179;         0.40089; 0.13000;    0.10531;           0.74834; 0.74834;    0.06572; 0.69636;           ; 0.39717;    0.00058; 0.68046;    0.01631; 1.41933;           ; 1.48355;        0.40000;        0.60000;           ; 0.81743;           ; 0.82738
 0.14000;         0.32348;         0.34113;         0.12274;         0.00517;         0.28119;         0.70362;         0.72921;         0.28961; 0.14000;    0.11021;           0.74912; 0.74912;    0.07554; 0.67712;           ; 0.38678;    0.00517; 0.73110;    0.00410; 1.45677;           ; 1.39599;        0.40000;        0.60000;           ; 0.72944;           ; 0.94795
 0.15000;         0.32518;         0.33079;         0.10305;         0.01428;         0.33333;         0.73165;         0.66158;         0.18893; 0.15000;    0.11516;           0.74966; 0.74966;    0.08588; 0.65767;           ; 0.37962;    0.01428; 0.78402;    0.00000; 1.48296;           ; 1.29882;        0.40000;        0.60000;           ; 0.66652;           ; 1.09536
 0.16000;         0.32672;         0.31996;         0.08467;         0.02776;         0.38548;         0.74704;         0.58214;         0.10518; 0.16000;    0.12017;           0.74995; 0.74995;    0.09670; 0.63809;           ; 0.37574;    0.02776; 0.83837;    0.00410; 1.49726;           ; 1.19550;        0.40000;        0.60000;           ; 0.63171;           ; 1.26033
 0.17000;         0.32810;         0.30870;         0.06776;         0.04540;         0.43634;         0.74926;         0.49474;         0.04362; 0.17000;    0.12522;           0.74999; 0.74999;    0.10797; 0.61846;           ; 0.37519;    0.04540; 0.89330;    0.01631; 1.49932;           ; 1.08968;        0.40000;        0.60000;           ; 0.62668;           ; 1.43251
 0.18000;         0.32932;         0.29704;         0.05246;         0.06693;         0.48466;         0.73822;         0.40358;         0.00812; 0.18000;    0.13031;           0.74978; 0.74978;    0.11963; 0.59885;           ; 0.37796;    0.06693; 0.94794;    0.03633; 1.48908;           ; 0.98511;        0.40000;        0.60000;           ; 0.65167;           ; 1.60108
 0.19000;         0.33038;         0.28503;         0.03892;         0.09201;         0.52926;         0.71431;         0.31305;         0.00090; 0.19000;    0.13544;           0.74933; 0.74933;    0.13164; 0.57935;           ; 0.38403;    0.09201; 1.00143;    0.06366; 1.46679;           ; 0.88550;        0.40000;        0.60000;           ; 0.70548;           ; 1.75544
 0.20000;         0.33128;         0.27271;         0.02725;         0.12023;         0.56904;         0.67838;         0.22750;         0.02243; 0.20000;    0.14059;           0.74863; 0.74863;    0.14395; 0.56003;           ; 0.39335;    0.12023; 1.05293;    0.09763; 1.43302;           ; 0.79437;        0.40000;        0.60000;           ; 0.78552;           ; 1.88590
 0.21000;         0.33202;         0.26014;         0.01756;         0.15115;         0.60301;         0.63171;         0.15107;         0.07135; 0.21000;    0.14578;           0.74769; 0.74769;    0.15652; 0.54096;           ; 0.40584;    0.15115; 1.10162;    0.13740; 1.38858;           ; 0.71496;        0.40000;        0.60000;           ; 0.88793;           ; 1.98426
 0.22000;         0.33259;         0.24737;         0.00993;         0.18430;         0.63033;         0.57594;         0.08744;         0.14458; 0.22000;    0.15098;           0.74650; 0.74650;    0.16930; 0.52223;           ; 0.42138;    0.18430; 1.14674;    0.18200; 1.33457;           ; 0.65007;        0.40000;        0.60000;           ; 1.00778;           ; 2.04433
 0.23000;         0.33300;         0.23444;         0.00443;         0.21913;         0.65035;         0.51305;         0.03966;         0.23753; 0.23000;    0.15620;           0.74507; 0.74507;    0.18222; 0.50390;           ; 0.43984;    0.21913; 1.18757;    0.23033; 1.27233;           ; 0.60200;        0.40000;        0.60000;           ; 1.13930;           ; 2.06235
 0.24000;         0.33325;         0.22141;         0.00111;         0.25511;         0.66256;         0.44527;         0.01003;         0.34435; 0.24000;    0.16143;           0.74339; 0.74339;    0.19525; 0.48605;           ; 0.46106;    0.25511; 1.22347;    0.28119; 1.20338;           ; 0.57246;        0.40000;        0.60000;           ; 1.27615;           ; 2.03718
 0.25000;         0.33333;         0.20833;         0.00000;         0.29167;         0.66667;         0.37500;         0.00000;         0.45833; 0.25000;    0.16667;           0.74148; 0.74148;    0.20833; 0.46875;           ; 0.48483;    0.29167; 1.25388;    0.33333; 1.12942;           ; 0.56250;        0.40000;        0.60000;           ; 1.41174;           ; 1.97040
 0.26000;         0.33325;         0.19525;         0.00111;         0.32822;         0.66256;         0.30473;         0.01003;         0.57232; 0.26000;    0.17190;           0.73933; 0.73933;    0.22141; 0.45207;           ; 0.51097;    0.32822; 1.27831;    0.38548; 1.05227;           ; 0.57246;        0.40000;        0.60000;           ; 1.53954;           ; 1.86621
 0.27000;         0.33300;         0.18222;         0.00443;         0.36420;         0.65035;         0.23695;         0.03966;         0.67914; 0.27000;    0.17713;           0.73694; 0.73694;    0.23444; 0.43606;           ; 0.53922;    0.36420; 1.29638;    0.43634; 0.97384;           ; 0.60200;        0.40000;        0.60000;           ; 1.65339;           ; 1.73116
 0.28000;         0.33259;         0.16930;         0.00993;         0.39904;         0.63033;         0.17406;         0.08744;         0.77208; 0.28000;    0.18235;           0.73432; 0.73432;    0.24737; 0.42081;           ; 0.56934;    0.39904; 1.30780;    0.48466; 0.89605;           ; 0.65007;        0.40000;        0.60000;           ; 1.74782;           ; 1.57372
 0.29000;         0.33202;         0.15652;         0.01756;         0.43218;         0.60301;         0.11829;         0.15107;         0.84532; 0.29000;    0.18756;           0.73147; 0.73147;    0.26014; 0.40636;           ; 0.60107;    0.43218; 1.31240;    0.52926; 0.82083;           ; 0.71496;        0.40000;        0.60000;           ; 1.81826;           ; 1.40380
 0.30000;         0.33128;         0.14395;         0.02725;         0.46310;         0.56904;         0.07162;         0.22750;         0.89423; 0.30000;    0.19274;           0.72839; 0.72839;    0.27271; 0.39277;           ; 0.63412;    0.46310; 1.31011;    0.56904; 0.75001;           ; 0.79437;        0.40000;        0.60000;           ; 1.86134;           ; 1.23207
 0.31000;         0.33038;         0.13164;         0.03892;         0.49133;         0.52926;         0.03569;         0.31305;         0.91576; 0.31000;    0.19790;           0.72508; 0.72508;    0.28503; 0.38010;           ; 0.66820;    0.49133; 1.30094;    0.60301; 0.68535;           ; 0.88550;        0.40000;        0.60000;           ; 1.87497;           ; 1.06933
 0.32000;         0.32932;         0.11963;         0.05246;         0.51640;         0.48466;         0.01178;         0.40358;         0.90855; 0.32000;    0.20302;           0.72155; 0.72155;    0.29704; 0.36839;           ; 0.70300;    0.51640; 1.28507;    0.63033; 0.62843;           ; 0.98511;        0.40000;        0.60000;           ; 1.85849;           ; 0.92578
 0.33000;         0.32810;         0.10797;         0.06776;         0.53793;         0.43634;         0.00074;         0.49474;         0.87305; 0.33000;    0.20811;           0.71780; 0.71780;    0.30870; 0.35770;           ; 0.73822;    0.53793; 1.26272;    0.65035; 0.58067;           ; 1.08968;        0.40000;        0.60000;           ; 1.81271;           ; 0.81047
 0.34000;         0.32672;         0.09670;         0.08467;         0.55557;         0.38548;         0.00296;         0.58214;         0.81148; 0.34000;    0.21317;           0.71384; 0.71384;    0.31996; 0.34806;           ; 0.77355;    0.55557; 1.23426;    0.66256; 0.54323;           ; 1.19550;        0.40000;        0.60000;           ; 1.73982;           ; 0.73062
 0.35000;         0.32518;         0.08588;         0.10305;         0.56906;         0.33333;         0.01835;         0.66158;         0.72773; 0.35000;    0.21817;           0.70967; 0.70967;    0.33079; 0.33952;           ; 0.80866;    0.56906; 1.20014;    0.66667; 0.51704;           ; 1.29882;        0.40000;        0.60000;           ; 1.64335;           ; 0.69127
 0.36000;         0.32348;         0.07554;         0.12274;         0.57817;         0.28119;         0.04638;         0.72921;         0.62706; 0.36000;    0.22312;           0.70529; 0.70529;    0.34113; 0.33210;           ; 0.84326;    0.57817; 1.16089;    0.66256; 0.50274;           ; 1.39599;        0.40000;        0.60000;           ; 1.52792;           ; 0.69487
 0.37000;         0.32163;         0.06572;         0.14356;         0.58276;         0.23033;         0.08606;         0.78179;         0.51578; 0.37000;    0.22802;           0.70070; 0.70070;    0.35095; 0.32584;           ; 0.87703;    0.58276; 1.11712;    0.65035; 0.50068;           ; 1.48355;        0.40000;        0.60000;           ; 1.39911;           ; 0.74121
 0.38000;         0.31963;         0.05646;         0.16532;         0.58276;         0.18200;         0.13597;         0.81679;         0.40089; 0.38000;    0.23286;           0.69592; 0.69592;    0.36020; 0.32076;           ; 0.90967;    0.58276; 1.06954;    0.63033; 0.51092;           ; 1.55841;        0.40000;        0.60000;           ; 1.26312;           ; 0.82738
 0.39000;         0.31747;         0.04781;         0.18783;         0.57817;         0.13740;         0.19434;         0.83251;         0.28961; 0.39000;    0.23763;           0.69095; 0.69095;    0.36886; 0.31688;           ; 0.94089;    0.57817; 1.01890;    0.60301; 0.53321;           ; 1.61792;        0.40000;        0.60000;           ; 1.12649;           ; 0.94795
 0.40000;         0.31517;         0.03979;         0.21089;         0.56906;         0.09763;         0.25912;         0.82820;         0.18893; 0.40000;    0.24233;           0.68579; 0.68579;    0.37688; 0.31421;           ; 0.97042;    0.56906; 0.96598;    0.56904; 0.56698;           ; 1.65997;        0.40000;        0.60000;           ; 0.99581;           ; 1.09536
 0.41000;         0.31272;         0.03243;         0.23430;         0.55557;         0.06366;         0.32800;         0.80407;         0.10518; 0.41000;    0.24696;           0.68044; 0.68044;    0.38423; 0.31277;           ; 0.99799;    0.55557; 0.91163;    0.52926; 0.61142;           ; 1.68306;        0.40000;        0.60000;           ; 0.87738;           ; 1.26033
 0.42000;         0.31012;         0.02577;         0.25785;         0.53793;         0.03633;         0.39855;         0.76128;         0.04362; 0.42000;    0.25151;           0.67492; 0.67492;    0.39090; 0.31257;           ; 1.02336;    0.53793; 0.85670;    0.48466; 0.66543;           ; 1.68639;        0.40000;        0.60000;           ; 0.77690;           ; 1.43251
 0.43000;         0.30739;         0.01983;         0.28133;         0.51640;         0.01631;         0.46826;         0.70189;         0.00812; 0.43000;    0.25597;           0.66922; 0.66922;    0.39684; 0.31360;           ; 1.04631;    0.51640; 0.80206;    0.43634; 0.72767;           ; 1.66983;        0.40000;        0.60000;           ; 0.69920;           ; 1.60108
 0.44000;         0.30451;         0.01463;         0.30454;         0.49133;         0.00410;         0.53467;         0.62877;         0.00090; 0.44000;    0.26035;           0.66336; 0.66336;    0.40204; 0.31585;           ; 1.06662;    0.49133; 0.74857;    0.38548; 0.79662;           ; 1.63397;        0.40000;        0.60000;           ; 0.64803;           ; 1.75544
 0.45000;         0.30150;         0.01020;         0.32725;         0.46310;         0.00000;         0.59542;         0.54542;         0.02243; 0.45000;    0.26463;           0.65733; 0.65733;    0.40647; 0.31933;           ; 1.08413;    0.46310; 0.69707;    0.33333; 0.87058;           ; 1.58007;        0.40000;        0.60000;           ; 0.62586;           ; 1.88590
 0.46000;         0.29836;         0.00655;         0.34929;         0.43218;         0.00410;         0.64836;         0.45588;         0.07135; 0.46000;    0.26882;           0.65115; 0.65115;    0.41012; 0.32401;           ; 1.09867;    0.43218; 0.64838;    0.28119; 0.94773;           ; 1.51006;        0.40000;        0.60000;           ; 0.63375;           ; 1.98426
 0.47000;         0.29509;         0.00369;         0.37044;         0.39904;         0.01631;         0.69162;         0.36444;         0.14458; 0.47000;    0.27290;           0.64482; 0.64482;    0.41298; 0.32988;           ; 1.11011;    0.39904; 0.60326;    0.23033; 1.02616;           ; 1.42640;        0.40000;        0.60000;           ; 0.67132;           ; 2.04433
 0.48000;         0.29169;         0.00164;         0.39052;         0.36420;         0.03633;         0.72367;         0.27553;         0.23753; 0.48000;    0.27689;           0.63835; 0.63835;    0.41502; 0.33692;           ; 1.11836;    0.36420; 0.56243;    0.18200; 1.10395;           ; 1.33207;        0.40000;        0.60000;           ; 0.73677;           ; 2.06235
 0.49000;         0.28816;         0.00041;         0.40936;         0.32822;         0.06366;         0.74336;         0.19341;         0.34435; 0.49000;    0.28076;           0.63174; 0.63174;    0.41626; 0.34509;           ; 1.12334;    0.32822; 0.52653;    0.13740; 1.17917;           ; 1.23040;        0.40000;        0.60000;           ; 0.82693;           ; 2.03718
 0.50000;         0.28452;         0.00000;         0.42678;         0.29167;         0.09763;         0.75000;         0.12204;         0.45833; 0.50000;    0.28452;           0.62500; 0.62500;    0.41667; 0.35437;           ; 1.12500;    0.29167; 0.49612;    0.09763; 1.24999;           ; 1.12500;        0.40000;        0.60000;           ; 0.93748;           ; 1.97040
 0.51000;         0.28076;                ;         0.44263;         0.25511;         0.13740;         0.74336;         0.06486;         0.57232; 0.51000;    0.28816;           0.61814; 0.61814;    0.41626; 0.36471;           ; 1.12334;    0.25511; 0.47169;    0.06366; 1.31465;           ; 1.01960;        0.40000;        0.60000;           ; 1.06307;           ; 1.86621
 0.52000;         0.27689;                ;         0.45677;         0.21913;         0.18200;         0.72367;         0.02463;         0.67914; 0.52000;    0.29169;           0.61116; 0.61116;    0.41502; 0.37608;           ; 1.11836;    0.21913; 0.45362;    0.03633; 1.37157;           ; 0.91793;        0.40000;        0.60000;           ; 1.19768;           ; 1.73116
 0.53000;         0.27290;                ;         0.46908;         0.18430;         0.23033;         0.69162;         0.00329;         0.77208; 0.53000;    0.29509;           0.60407; 0.60407;    0.41298; 0.38844;           ; 1.11011;    0.18430; 0.44220;    0.01631; 1.41933;           ; 0.82360;        0.40000;        0.60000;           ; 1.33480;           ; 1.57372
 0.54000;         0.26882;                ;         0.47944;         0.15115;         0.28119;         0.64836;         0.00185;         0.84532; 0.54000;    0.29836;           0.59688; 0.59688;    0.41012; 0.40173;           ; 1.09867;    0.15115; 0.43760;    0.00410; 1.45677;           ; 0.73994;        0.40000;        0.60000;           ; 1.46783;           ; 1.40380
 0.55000;         0.26463;                ;         0.48776;         0.12023;         0.33333;         0.59542;         0.02039;         0.89423; 0.55000;    0.30150;           0.58959; 0.58959;    0.40647; 0.41590;           ; 1.08413;    0.12023; 0.43989;    0.00000; 1.48296;           ; 0.66993;        0.40000;        0.60000;           ; 1.59038;           ; 1.23207
 0.56000;         0.26035;                ;         0.49398;         0.09201;         0.38548;         0.53467;         0.05802;         0.91576; 0.56000;    0.30451;           0.58222; 0.58222;    0.40204; 0.43089;           ; 1.06662;    0.09201; 0.44906;    0.00410; 1.49726;           ; 0.61603;        0.40000;        0.60000;           ; 1.69653;           ; 1.06933
 0.57000;         0.25597;                ;         0.49803;         0.06693;         0.43634;         0.46826;         0.11293;         0.90855; 0.57000;    0.30739;           0.57476; 0.57476;    0.39684; 0.44665;           ; 1.04631;    0.06693; 0.46493;    0.01631; 1.49932;           ; 0.58017;        0.40000;        0.60000;           ; 1.78117;           ; 0.92578
 0.58000;         0.25151;                ;         0.49988;         0.04540;         0.48466;         0.39855;         0.18246;         0.87305; 0.58000;    0.31012;           0.56723; 0.56723;    0.39090; 0.46312;           ; 1.02336;    0.04540; 0.48728;    0.03633; 1.48908;           ; 0.56361;        0.40000;        0.60000;           ; 1.84023;           ; 0.81047
 0.59000;         0.24696;                ;         0.49951;         0.02776;         0.52926;         0.32800;         0.26328;         0.81148; 0.59000;    0.31272;           0.55963; 0.55963;    0.38423; 0.48022;           ; 0.99799;    0.02776; 0.51574;    0.06366; 1.46679;           ; 0.56694;        0.40000;        0.60000;           ; 1.87085;           ; 0.73062
 0.60000;         0.24233;                ;         0.49692;         0.01428;         0.56904;         0.25912;         0.35149;         0.72773; 0.60000;    0.31517;           0.55198; 0.55198;    0.37688; 0.49789;           ; 0.97042;    0.01428; 0.54986;    0.09763; 1.43302;           ; 0.59003;        0.40000;        0.60000;           ; 1.87158;           ; 0.69127
 0.61000;         0.23763;                ;         0.49215;         0.00517;         0.60301;         0.19434;         0.44283;                ; 0.61000;    0.31747;           0.54427; 0.54427;    0.36886; 0.51607;           ; 0.94089;    0.00517; 0.58911;    0.13740; 1.38858;           ; 0.63208;        0.40000;        0.60000;           ; 1.84236;           ; 0.69487
 0.62000;         0.23286;                ;         0.48522;         0.00058;         0.63033;         0.13597;         0.53291;                ; 0.62000;    0.31963;           0.53652; 0.53652;    0.36020; 0.53468;           ; 0.90967;    0.00058; 0.63288;    0.18200; 1.33457;           ; 0.69159;        0.40000;        0.60000;           ; 1.78462;           ; 0.74121
 0.63000;         0.22802;                ;         0.47621;         0.00058;         0.65035;         0.08606;         0.61740;                ; 0.63000;    0.32163;           0.52873; 0.52873;    0.35095; 0.55364;           ; 0.87703;    0.00058; 0.68046;    0.23033; 1.27233;           ; 0.76645;        0.40000;        0.60000;           ; 1.70112;           ; 0.82738
 0.64000;         0.22312;                ;         0.46519;         0.00517;         0.66256;         0.04638;         0.69221;                ; 0.64000;    0.32348;           0.52092; 0.52092;    0.34113; 0.57288;           ; 0.84326;    0.00517; 0.73110;    0.28119; 1.20338;           ; 0.85401;        0.40000;        0.60000;           ; 1.59589;           ; 0.94795
 0.65000;         0.21817;                ;         0.45225;         0.01428;         0.66667;         0.01835;         0.75376;                ; 0.65000;    0.32518;           0.51308; 0.51308;    0.33079; 0.59233;           ; 0.80866;    0.01428; 0.78402;    0.33333; 1.12942;           ; 0.95118;        0.40000;        0.60000;           ; 1.47400;           ; 1.09536
 0.66000;         0.21317;                ;         0.43753;         0.02776;         0.66256;         0.00296;         0.79906;                ; 0.66000;    0.32672;           0.50524; 0.50524;    0.31996; 0.61191;           ; 0.77355;    0.02776; 0.83837;    0.38548; 1.05227;           ; 1.05450;        0.40000;        0.60000;           ; 1.34133;           ; 1.26033
 0.67000;         0.20811;                ;         0.42114;         0.04540;         0.65035;         0.00074;         0.82595;                ; 0.67000;    0.32810;           0.49738; 0.49738;    0.30870; 0.63154;           ; 0.73822;    0.04540; 0.89330;    0.43634; 0.97384;           ; 1.16032;        0.40000;        0.60000;           ; 1.20425;           ; 1.43251
 0.68000;         0.20302;                ;         0.40323;         0.06693;         0.63033;         0.01178;         0.83313;                ; 0.68000;    0.32932;           0.48953; 0.48953;    0.29704; 0.65115;           ; 0.70300;    0.06693; 0.94794;    0.48466; 0.89605;           ; 1.26489;        0.40000;        0.60000;           ; 1.06938;           ; 1.60108
 0.69000;         0.19790;                ;         0.38396;         0.09201;         0.60301;         0.03569;         0.82024;                ; 0.69000;    0.33038;           0.48169; 0.48169;    0.28503; 0.67065;           ; 0.66820;    0.09201; 1.00143;    0.52926; 0.82083;           ; 1.36450;        0.40000;        0.60000;           ; 0.94321;           ; 1.75544
 0.70000;         0.19274;                ;         0.36350;         0.12023;         0.56904;         0.07162;         0.78792;                ; 0.70000;    0.33128;           0.47387; 0.47387;    0.27271; 0.68997;           ; 0.63412;    0.12023; 1.05293;    0.56904; 0.75001;           ; 1.45563;        0.40000;        0.60000;           ; 0.83181;           ; 1.88590
 0.71000;         0.18756;                ;                ;         0.15115;         0.52926;         0.11829;         0.73771;                ; 0.71000;    0.33202;           0.46607; 0.46607;    0.26014; 0.70904;           ; 0.60107;    0.15115; 1.10162;    0.60301; 0.68535;           ; 1.53504;        0.40000;        0.60000;           ; 0.74056;           ; 1.98426
 0.72000;         0.18235;                ;                ;         0.18430;         0.48466;         0.17406;         0.67204;                ; 0.72000;    0.33259;           0.45831; 0.45831;    0.24737; 0.72777;           ; 0.56934;    0.18430; 1.14674;    0.63033; 0.62843;           ; 1.59993;        0.40000;        0.60000;           ; 0.67385;           ; 2.04433
 0.73000;         0.17713;                ;                ;         0.21913;         0.43634;         0.23695;         0.59407;                ; 0.73000;    0.33300;           0.45059; 0.45059;    0.23444; 0.74610;           ; 0.53922;    0.21913; 1.18757;    0.65035; 0.58067;           ; 1.64800;        0.40000;        0.60000;           ; 0.63488;           ; 2.06235
 0.74000;         0.17190;                ;                ;         0.25511;         0.38548;         0.30473;         0.50756;                ; 0.74000;    0.33325;           0.44291; 0.44291;    0.22141; 0.76395;           ; 0.51097;    0.25511; 1.22347;    0.66256; 0.54323;           ; 1.67754;        0.40000;        0.60000;           ; 0.62555;           ; 2.03718
 0.75000;         0.16667;                ;                ;         0.29167;         0.33333;         0.37500;         0.41667;                ; 0.75000;    0.33333;           0.43530; 0.43530;    0.20833; 0.78125;           ; 0.48483;    0.29167; 1.25388;    0.66667; 0.51704;           ; 1.68750;        0.40000;        0.60000;           ; 0.64629;           ; 1.97040
 0.76000;         0.16143;                ;                ;         0.32822;         0.28119;         0.44527;         0.32577;                ; 0.76000;    0.33325;           0.42774; 0.42774;    0.19525; 0.79793;           ; 0.46106;    0.32822; 1.27831;    0.66256; 0.50274;           ; 1.67754;        0.40000;        0.60000;           ; 0.69611;           ; 1.86621
 0.77000;         0.15620;                ;                ;         0.36420;         0.23033;         0.51305;         0.23926;                ; 0.77000;    0.33300;           0.42026; 0.42026;    0.18222; 0.81394;           ; 0.43984;    0.36420; 1.29638;    0.65035; 0.50068;           ; 1.64800;        0.40000;        0.60000;           ; 0.77261;           ; 1.73116
 0.78000;         0.15098;                ;                ;         0.39904;         0.18200;         0.57594;         0.16129;                ; 0.78000;    0.33259;           0.41286; 0.41286;    0.16930; 0.82919;           ; 0.42138;    0.39904; 1.30780;    0.63033; 0.51092;           ; 1.59993;        0.40000;        0.60000;           ; 0.87210;           ; 1.57372
 0.79000;         0.14578;                ;                ;         0.43218;         0.13740;         0.63171;         0.09562;                ; 0.79000;    0.33202;           0.40554; 0.40554;    0.15652; 0.84364;           ; 0.40584;    0.43218; 1.31240;    0.60301; 0.53321;           ; 1.53504;        0.40000;        0.60000;           ; 0.98980;           ; 1.40380
 0.80000;         0.14059;                ;                ;         0.46310;         0.09763;         0.67838;         0.04541;                ; 0.80000;    0.33128;           0.39832; 0.39832;    0.14395; 0.85723;           ; 0.39335;    0.46310; 1.31011;    0.56904; 0.56698;           ; 1.45563;        0.40000;        0.60000;           ; 1.12003;           ; 1.23207
 0.81000;         0.13544;                ;                ;                ;         0.06366;         0.71431;         0.01309;                ; 0.81000;    0.33038;           0.39119; 0.39119;    0.13164; 0.86990;           ; 0.38403;    0.49133; 1.30094;    0.52926; 0.61142;           ; 1.36450;        0.40000;        0.60000;           ; 1.25652;           ; 1.06933
 0.82000;         0.13031;                ;                ;                ;         0.03633;         0.73822;         0.00021;                ; 0.82000;    0.32932;           0.38418; 0.38418;    0.11963; 0.88161;           ; 0.37796;    0.51640; 1.28507;    0.48466; 0.66543;           ; 1.26489;        0.40000;        0.60000;           ; 1.39269;           ; 0.92578
 0.83000;         0.12522;                ;                ;                ;         0.01631;         0.74926;         0.00738;                ; 0.83000;    0.32810;           0.37727; 0.37727;    0.10797; 0.89230;           ; 0.37519;    0.53793; 1.26272;    0.43634; 0.72767;           ; 1.16032;        0.40000;        0.60000;           ; 1.52200;           ; 0.81047
 0.84000;         0.12017;                ;                ;                ;         0.00410;         0.74704;         0.03427;                ; 0.84000;    0.32672;           0.37049; 0.37049;    0.09670; 0.90194;           ; 0.37574;    0.55557; 1.23426;    0.38548; 0.79662;           ; 1.05450;        0.40000;        0.60000;           ; 1.63820;           ; 0.73062
 0.85000;         0.11516;                ;                ;                ;         0.00000;         0.73165;         0.07958;                ; 0.85000;    0.32518;           0.36384; 0.36384;    0.08588; 0.91048;           ; 0.37962;    0.56906; 1.20014;    0.33333; 0.87058;           ; 0.95118;        0.40000;        0.60000;           ; 1.73570;           ; 0.69127
